id,full_name,first_name,last_name,email,phone,city,country,android,iphone,desktop,transfers_in,transfers_out,transactions
651,Jamil Maldonado,Jamil,Maldonado,Jamil.Maldonado@example.com,424-799-2220,New York,USA,1,0,1,[],[],[]
652,Dillon Johnston,Dillon,Johnston,Dillon.Johnston@example.com,732-904-7872,New York,USA,0,0,1,[],[],[]
653,Lilli Bowman,Lilli,Bowman,Lilli.Bowman@example.com,551-867-4367,New York,USA,0,1,0,[],[],[101]
654,Dexter Hartley,Dexter,Hartley,Dexter.Hartley@example.com,582-489-4208,San Diego,USA,0,1,0,[],[],[]
655,Hari Everett,Hari,Everett,Hari.Everett@example.com,487-669-8884,San Francisco,USA,0,1,1,[191],[],[]
656,Tomos Velez,Tomos,Velez,Tomos.Velez@example.com,233-661-3978,Los Angeles,USA,1,0,1,[93],[390],[]
657,Abu Delacruz,Abu,Delacruz,Abu.Delacruz@example.com,401-411-2184,New York,USA,1,1,0,[506],[],[]
658,Syeda Calhoun,Syeda,Calhoun,Syeda.Calhoun@example.com,738-680-1717,Chicago,USA,0,0,1,[469],[],[]
659,Oliwier Gill,Oliwier,Gill,Oliwier.Gill@example.com,902-175-4864,San Diego,USA,1,1,1,[],[261],[]
660,Zayn Kaufman,Zayn,Kaufman,Zayn.Kaufman@example.com,893-890-8415,Chicago,USA,0,1,1,"[176, 283]",[126],[]
661,Vera Walker,Vera,Walker,Vera.Walker@example.com,516-811-2158,London,United Kingdom,0,1,1,[],[],[]
662,Anthony Mccullough,Anthony,Mccullough,Anthony.Mccullough@example.com,330-176-2600,Chicago,USA,0,0,1,[],"[256, 388]",[]
663,Rowan Acevedo,Rowan,Acevedo,Rowan.Acevedo@example.com,223-620-9032,Los Angeles,USA,0,1,1,[],[113],[]
664,Zara Oconnell,Zara,Oconnell,Zara.Oconnell@example.com,543-537-6044,Toronto,Canada,1,0,0,[298],[],[]
665,Lucia Cisneros,Lucia,Cisneros,Lucia.Cisneros@example.com,470-574-7167,San Francisco,USA,1,1,1,[],[],[]
666,Julius Donnelly,Julius,Donnelly,Julius.Donnelly@example.com,733-325-2658,San Francisco,USA,1,0,1,[],[],[]
667,Theresa Bentley,Theresa,Bentley,Theresa.Bentley@example.com,553-407-1049,San Francisco,USA,1,0,0,[],[296],"[29, 63]"
668,Joshua Bonner,Joshua,Bonner,Joshua.Bonner@example.com,550-710-1849,San Francisco,USA,0,0,1,[386],[],[]
669,Abdirahman Marsh,Abdirahman,Marsh,Abdirahman.Marsh@example.com,653-601-4374,Toronto,Canada,0,1,0,[],[],[]
670,Jacob Patton,Jacob,Patton,Jacob.Patton@example.com,914-260-3945,San Diego,USA,1,1,1,[96],[],[]
671,Alexander Terry,Alexander,Terry,Alexander.Terry@example.com,480-560-1876,New York,USA,1,1,1,[],"[500, 71]",[80]
672,Kane Huff,Kane,Huff,Kane.Huff@example.com,417-611-9319,Chicago,USA,0,0,1,[102],[],[]
673,Sapphire Hatfield,Sapphire,Hatfield,Sapphire.Hatfield@example.com,564-357-3504,San Francisco,USA,1,1,1,[],[],[]
674,Mahir Cooper,Mahir,Cooper,Mahir.Cooper@example.com,829-570-7880,San Francisco,USA,0,0,1,[333],[111],[]
675,Tom Tapia,Tom,Tapia,Tom.Tapia@example.com,439-227-1780,Chicago,USA,0,0,1,[],[],[]
676,Oliwia Harvey,Oliwia,Harvey,Oliwia.Harvey@example.com,143-701-8741,San Francisco,USA,0,0,1,"[216, 25]",[],[]
677,Kelvin Hendricks,Kelvin,Hendricks,Kelvin.Hendricks@example.com,767-726-4455,San Diego,USA,1,0,0,[268],[],[]
678,Mustafa Mason,Mustafa,Mason,Mustafa.Mason@example.com,866-179-9539,Los Angeles,USA,0,1,0,[],"[138, 6]",[]
679,Gabriela Norton,Gabriela,Norton,Gabriela.Norton@example.com,138-968-6467,Chicago,USA,1,0,0,[],[],[]
680,Esha Zuniga,Esha,Zuniga,Esha.Zuniga@example.com,807-517-9078,Los Angeles,USA,0,1,1,[471],[],[]
681,Lucas Burke,Lucas,Burke,Lucas.Burke@example.com,321-512-2703,Toronto,Canada,0,1,1,[],[],[]
682,Laura Valdez,Laura,Valdez,Laura.Valdez@example.com,766-901-1157,Los Angeles,USA,1,1,1,[187],"[297, 524]",[]
683,Irene Kim,Irene,Kim,Irene.Kim@example.com,946-883-2145,San Francisco,USA,0,1,0,[112],[334],[]
684,Raheem Ellis,Raheem,Ellis,Raheem.Ellis@example.com,491-961-7709,Chicago,USA,0,1,1,[],[],[]
685,Lisa Mcclain,Lisa,Mcclain,Lisa.Mcclain@example.com,518-968-9659,New York,USA,1,0,0,[],[249],[]
686,Mohamed Miller,Mohamed,Miller,Mohamed.Miller@example.com,883-481-7339,San Diego,USA,1,1,1,[],"[16, 299]",[48]
687,Thea Suarez,Thea,Suarez,Thea.Suarez@example.com,647-211-7337,Toronto,Canada,1,1,1,[],[160],[]
688,Leighton Crane,Leighton,Crane,Leighton.Crane@example.com,372-753-5586,Los Angeles,USA,0,0,1,[],[],[]
689,Kayla Jones,Kayla,Jones,Kayla.Jones@example.com,579-756-1305,London,United Kingdom,1,1,0,[],[],[]
690,Jessie Noble,Jessie,Noble,Jessie.Noble@example.com,557-354-5286,San Francisco,USA,0,1,0,[],[],[]
691,Brett Landry,Brett,Landry,Brett.Landry@example.com,213-171-7560,Barcelona,Spain,0,1,0,[],[],[]
692,Azaan Barker,Azaan,Barker,Azaan.Barker@example.com,326-267-7811,New York,USA,1,1,1,[],[],[44]
693,Jayden Dunlap,Jayden,Dunlap,Jayden.Dunlap@example.com,626-458-8110,New York,USA,1,1,0,[353],[],"[25, 125]"
694,Richard Pope,Richard,Pope,Richard.Pope@example.com,216-184-3684,Los Angeles,USA,1,1,1,[136],[],[]
695,Xander Levine,Xander,Levine,Xander.Levine@example.com,790-969-1579,Toronto,Canada,0,1,1,[],[227],[]
696,Anais Pineda,Anais,Pineda,Anais.Pineda@example.com,609-304-3412,New York,USA,1,0,0,[],[337],[]
697,Donald Horne,Donald,Horne,Donald.Horne@example.com,738-911-3567,San Francisco,USA,1,1,0,[336],[482],[52]
698,Arjun Dejesus,Arjun,Dejesus,Arjun.Dejesus@example.com,693-790-8692,Chicago,USA,0,1,0,[],[],[]
699,Jonathan Klein,Jonathan,Klein,Jonathan.Klein@example.com,495-419-4637,Los Angeles,USA,0,0,1,[],[12],[]
700,Dante Burgess,Dante,Burgess,Dante.Burgess@example.com,222-241-4261,San Diego,USA,1,0,1,[],[],[]
701,Tamsin Stein,Tamsin,Stein,Tamsin.Stein@example.com,953-386-1321,Los Angeles,USA,1,1,0,[],[307],[33]
702,Brayden Patrick,Brayden,Patrick,Brayden.Patrick@example.com,173-881-1582,Los Angeles,USA,1,0,1,[],[],[88]
703,Wade Hancock,Wade,Hancock,Wade.Hancock@example.com,245-455-9119,London,United Kingdom,1,1,1,[],[],[]
704,Nicholas Thomson,Nicholas,Thomson,Nicholas.Thomson@example.com,936-615-3052,Toronto,Canada,0,1,0,[],[],[]
705,Vincent Garrison,Vincent,Garrison,Vincent.Garrison@example.com,598-173-8153,Chicago,USA,0,1,0,"[281, 303]",[],[127]
706,Elisha Garza,Elisha,Garza,Elisha.Garza@example.com,313-206-2033,Los Angeles,USA,1,1,1,"[252, 14]","[272, 364]","[68, 141]"
707,Muhammad Henry,Muhammad,Henry,Muhammad.Henry@example.com,298-612-6847,Paris,France,1,1,1,[],[],[]
708,Enzo Whitney,Enzo,Whitney,Enzo.Whitney@example.com,565-709-5636,Chicago,USA,1,1,1,[126],[],[]
709,Stacey Daniel,Stacey,Daniel,Stacey.Daniel@example.com,246-819-8817,San Diego,USA,1,0,0,[],[],[]
710,Candice Moyer,Candice,Moyer,Candice.Moyer@example.com,964-229-5609,San Francisco,USA,1,1,0,[],"[306, 212, 438]",[]
711,Calvin Tucker,Calvin,Tucker,Calvin.Tucker@example.com,338-784-4359,San Diego,USA,0,1,0,[],[],[]
712,Bronte Mendoza,Bronte,Mendoza,Bronte.Mendoza@example.com,323-783-6615,Toronto,Canada,1,1,0,[],"[209, 355, 228, 491]",[]
713,Ameer Orr,Ameer,Orr,Ameer.Orr@example.com,993-387-9130,Chicago,USA,1,0,1,[],[122],[]
714,Isla Barber,Isla,Barber,Isla.Barber@example.com,860-505-2643,Toronto,Canada,0,1,0,[276],[427],[]
715,Oliver Garner,Oliver,Garner,Oliver.Garner@example.com,937-976-2511,Paris,France,0,1,1,[],[],[]
716,Barnaby Wagner,Barnaby,Wagner,Barnaby.Wagner@example.com,974-500-4168,Montreal,Canada,0,0,1,[],[],[]
717,Barry Taylor,Barry,Taylor,Barry.Taylor@example.com,999-341-2797,San Francisco,USA,0,0,1,[],[350],[]
718,Esme Reeves,Esme,Reeves,Esme.Reeves@example.com,151-285-9583,Chicago,USA,0,0,1,[122],[244],[]
719,Marnie White,Marnie,White,Marnie.White@example.com,267-434-1395,San Francisco,USA,1,0,0,[28],[304],[]
720,Giovanni Duncan,Giovanni,Duncan,Giovanni.Duncan@example.com,679-161-6360,New York,USA,0,1,1,[407],[],[]
721,Hannah Roman,Hannah,Roman,Hannah.Roman@example.com,331-750-4621,London,United Kingdom,0,1,0,[],[],[]
722,Nannie Hunt,Nannie,Hunt,Nannie.Hunt@example.com,290-190-1157,Chicago,USA,1,0,1,[],"[202, 159]",[]
723,Yash Mcleod,Yash,Mcleod,Yash.Mcleod@example.com,270-525-3291,London,United Kingdom,1,0,0,[],[],[]
724,Mae Barry,Mae,Barry,Mae.Barry@example.com,501-577-5306,London,United Kingdom,0,1,0,[],[],[]
725,Dylan York,Dylan,York,Dylan.York@example.com,832-799-7454,Chicago,USA,0,1,0,[],[],[]
726,Aya Weeks,Aya,Weeks,Aya.Weeks@example.com,466-888-7144,Toronto,Canada,1,1,0,[],[],[]
727,Dawn Cisneros,Dawn,Cisneros,Dawn.Cisneros@example.com,375-337-2745,Toronto,Canada,0,0,1,[],[],[]
728,Rohan Figueroa,Rohan,Figueroa,Rohan.Figueroa@example.com,542-617-7442,New York,USA,1,0,0,[],[],[]
729,Abigail Medina,Abigail,Medina,Abigail.Medina@example.com,857-602-1192,London,United Kingdom,1,0,1,[],[],[]
730,Rhodri Haley,Rhodri,Haley,Rhodri.Haley@example.com,574-869-4715,London,United Kingdom,0,1,0,[],[],[]
731,Denzel Black,Denzel,Black,Denzel.Black@example.com,677-290-8939,San Francisco,USA,1,0,1,[],[440],[]
732,Sienna Howard,Sienna,Howard,Sienna.Howard@example.com,835-486-5256,Los Angeles,USA,0,0,1,[],[],[]
733,Fahad Gill,Fahad,Gill,Fahad.Gill@example.com,796-816-9963,Chicago,USA,1,1,0,[],[],[116]
734,Harun Clark,Harun,Clark,Harun.Clark@example.com,853-267-3048,San Francisco,USA,1,0,0,[],[470],[]
735,Shane Wheeler,Shane,Wheeler,Shane.Wheeler@example.com,315-892-7127,Los Angeles,USA,1,1,0,[1],[84],[23]
736,Chantelle Holt,Chantelle,Holt,Chantelle.Holt@example.com,256-585-1002,Paris,France,1,0,1,[],[],[]
737,Kiara Bell,Kiara,Bell,Kiara.Bell@example.com,614-291-6530,San Francisco,USA,1,1,0,"[2, 131]",[],[]
738,Gertrude Mcgrath,Gertrude,Mcgrath,Gertrude.Mcgrath@example.com,364-150-1035,Toronto,Canada,1,1,0,[394],[300],[]
739,Lewis Brooks,Lewis,Brooks,Lewis.Brooks@example.com,737-205-4525,New York,USA,0,1,1,[],"[361, 178]",[]
740,Khalid Burke,Khalid,Burke,Khalid.Burke@example.com,973-766-4810,Chicago,USA,0,1,0,[],[],[]
741,Millicent Solomon,Millicent,Solomon,Millicent.Solomon@example.com,597-434-8108,Paris,France,0,1,1,[],[],[]
742,Kieran Hoover,Kieran,Hoover,Kieran.Hoover@example.com,101-165-2021,New York,USA,1,0,1,[],[],[20]
743,Wendy Mcclure,Wendy,Mcclure,Wendy.Mcclure@example.com,830-402-9784,San Diego,USA,1,0,0,[78],[433],[]
744,Haydn Ramos,Haydn,Ramos,Haydn.Ramos@example.com,354-376-9233,Los Angeles,USA,1,1,0,[],[],[]
745,Nettie Bryan,Nettie,Bryan,Nettie.Bryan@example.com,274-274-8873,Chicago,USA,0,0,1,[],[],[]
746,Isabelle Jenkins,Isabelle,Jenkins,Isabelle.Jenkins@example.com,724-444-3001,San Diego,USA,1,1,0,[],[285],[126]
747,Tia Ali,Tia,Ali,Tia.Ali@example.com,507-663-5326,San Francisco,USA,1,0,0,[75],[],[]
748,Montgomery Davila,Montgomery,Davila,Montgomery.Davila@example.com,267-999-7224,New York,USA,1,0,1,[361],"[109, 374]",[]
749,Tobias Beltran,Tobias,Beltran,Tobias.Beltran@example.com,598-751-1029,Chicago,USA,0,1,1,"[297, 174, 342]","[97, 218]",[]
750,Yusuf Dickerson,Yusuf,Dickerson,Yusuf.Dickerson@example.com,502-896-9441,San Francisco,USA,1,0,0,[],[],[]
751,Holly Dillon,Holly,Dillon,Holly.Dillon@example.com,662-944-2078,San Diego,USA,0,0,1,[],[17],[]
752,Marwa Dennis,Marwa,Dennis,Marwa.Dennis@example.com,444-295-8051,Chicago,USA,0,1,0,[],[413],[10]
753,Anais Ball,Anais,Ball,Anais.Ball@example.com,802-416-6545,San Diego,USA,0,1,1,[214],[],[]
754,Adem Kerr,Adem,Kerr,Adem.Kerr@example.com,219-873-6077,Toronto,Canada,0,1,0,[],[396],[]
755,Amie Hood,Amie,Hood,Amie.Hood@example.com,659-426-4878,Los Angeles,USA,1,0,0,[],[125],[]
756,Herbie Huber,Herbie,Huber,Herbie.Huber@example.com,562-925-1087,New York,USA,1,1,0,"[157, 127]",[],[]
757,Bill Andersen,Bill,Andersen,Bill.Andersen@example.com,962-770-1270,Toronto,Canada,1,1,0,[],[],[]
758,Halima Maldonado,Halima,Maldonado,Halima.Maldonado@example.com,831-743-6220,San Francisco,USA,1,1,0,[],"[345, 260]",[]
759,Martina Steele,Martina,Steele,Martina.Steele@example.com,349-841-5113,Paris,France,0,0,1,[],[],[]
760,Bertie Cobb,Bertie,Cobb,Bertie.Cobb@example.com,171-373-6091,San Francisco,USA,0,0,1,[],[],[]
761,Gordon Morales,Gordon,Morales,Gordon.Morales@example.com,973-462-1199,Chicago,USA,1,0,1,[],[],[]
762,Frederick Everett,Frederick,Everett,Frederick.Everett@example.com,262-696-7077,San Francisco,USA,1,0,1,[],[],[]
763,Huda Crane,Huda,Crane,Huda.Crane@example.com,243-321-6881,Toronto,Canada,1,0,1,[402],[],[]
764,Cecily Escobar,Cecily,Escobar,Cecily.Escobar@example.com,840-532-1467,New York,USA,0,0,1,"[512, 429]",[275],[]
765,Amir Blackwell,Amir,Blackwell,Amir.Blackwell@example.com,291-386-7567,San Francisco,USA,0,0,1,[118],[],[]
766,Sasha Berger,Sasha,Berger,Sasha.Berger@example.com,492-295-4570,London,United Kingdom,1,0,0,[],[],[]
767,Lina Trujillo,Lina,Trujillo,Lina.Trujillo@example.com,351-538-5203,San Francisco,USA,0,0,1,[],[],[]
768,Caleb Obrien,Caleb,Obrien,Caleb.Obrien@example.com,223-387-1014,Toronto,Canada,1,1,0,[],[348],[]
769,Marilyn Scott,Marilyn,Scott,Marilyn.Scott@example.com,360-359-2274,San Francisco,USA,1,1,1,[],"[456, 277, 422, 175]",[]
770,Jannat Landry,Jannat,Landry,Jannat.Landry@example.com,754-634-9309,Los Angeles,USA,1,1,1,[110],[293],[]
771,Kristen Curry,Kristen,Curry,Kristen.Curry@example.com,473-371-9332,San Francisco,USA,0,0,1,[],[],[]
772,Rajan Dickson,Rajan,Dickson,Rajan.Dickson@example.com,372-775-6929,San Diego,USA,1,0,0,[485],[],[]
773,Luqman Larson,Luqman,Larson,Luqman.Larson@example.com,100-329-7363,San Francisco,USA,1,1,0,"[382, 278]",[471],[]
774,Bryan Powell,Bryan,Powell,Bryan.Powell@example.com,235-538-4936,San Francisco,USA,1,0,0,[],[],[]
775,Haider Lynn,Haider,Lynn,Haider.Lynn@example.com,796-196-9713,San Francisco,USA,0,0,1,[],[],[]
776,Jennie Freeman,Jennie,Freeman,Jennie.Freeman@example.com,396-732-6980,Chicago,USA,0,0,1,[],[],[]
777,Mohsin Conley,Mohsin,Conley,Mohsin.Conley@example.com,979-201-3101,San Francisco,USA,1,0,0,[],[],[]
778,Willow Buck,Willow,Buck,Willow.Buck@example.com,472-603-6198,San Francisco,USA,1,1,1,[261],[],[]
779,Krish Hutchinson,Krish,Hutchinson,Krish.Hutchinson@example.com,405-788-7051,London,United Kingdom,1,1,1,[],[467],[]
780,Madeline Mann,Madeline,Mann,Madeline.Mann@example.com,441-188-5776,New York,USA,0,1,0,[],[],[]
781,Mari Phillips,Mari,Phillips,Mari.Phillips@example.com,301-646-5827,Los Angeles,USA,0,1,1,[],[56],[]
782,Paula West,Paula,West,Paula.West@example.com,345-217-2266,London,United Kingdom,0,1,0,[],[],[]
783,Saira Lewis,Saira,Lewis,Saira.Lewis@example.com,921-562-9790,New York,USA,0,1,0,[],"[376, 512]",[]
784,Tiana Decker,Tiana,Decker,Tiana.Decker@example.com,255-136-3687,London,United Kingdom,0,1,1,[],[],[]
785,Kara Shelton,Kara,Shelton,Kara.Shelton@example.com,837-651-6819,Paris,France,1,1,1,[],[],[]
786,Earl Vargas,Earl,Vargas,Earl.Vargas@example.com,821-464-7474,San Francisco,USA,0,0,1,[],[80],[]
787,Delilah Wu,Delilah,Wu,Delilah.Wu@example.com,668-572-6520,Los Angeles,USA,0,1,0,[],[],[]
788,Ted Eaton,Ted,Eaton,Ted.Eaton@example.com,534-915-3617,Paris,France,0,0,1,[],[],[]
789,Lloyd Wise,Lloyd,Wise,Lloyd.Wise@example.com,521-580-3829,San Francisco,USA,0,1,0,[],[],[]
790,Alex Alexander,Alex,Alexander,Alex.Alexander@example.com,489-290-8290,San Francisco,USA,1,1,0,[],[],[]
791,Aoife Davidson,Aoife,Davidson,Aoife.Davidson@example.com,628-333-9139,London,United Kingdom,1,0,0,[492],[],[]
792,Emilie Frye,Emilie,Frye,Emilie.Frye@example.com,193-516-9014,San Francisco,USA,0,1,0,[],[317],[]
793,Elif Hopkins,Elif,Hopkins,Elif.Hopkins@example.com,953-491-9939,New York,USA,0,1,0,[],[],[]
794,Hazel Watson,Hazel,Watson,Hazel.Watson@example.com,349-725-3565,New York,USA,1,0,1,[],[],[]
795,Jonathan David,Jonathan,David,Jonathan.David@example.com,815-636-7913,San Francisco,USA,0,0,1,[],[],[]
796,Robbie Hardy,Robbie,Hardy,Robbie.Hardy@example.com,950-716-3630,Chicago,USA,1,0,0,"[258, 314]",[],[]
797,Lilian Strickland,Lilian,Strickland,Lilian.Strickland@example.com,925-438-1993,Toronto,Canada,1,0,1,[233],[],[]
798,Brenda Deleon,Brenda,Deleon,Brenda.Deleon@example.com,997-981-2043,Paris,France,0,1,0,[],[],[]
799,Richard Jones,Richard,Jones,Richard.Jones@example.com,478-814-3941,San Francisco,USA,0,1,1,[],[],[37]
800,Olivier Thornton,Olivier,Thornton,Olivier.Thornton@example.com,401-494-6634,Montreal,Canada,1,1,1,[],[507],[]
801,Gabriel Mccormick,Gabriel,Mccormick,Gabriel.Mccormick@example.com,903-845-9623,New York,USA,0,0,1,[],[455],[]
802,Eleni Maxwell,Eleni,Maxwell,Eleni.Maxwell@example.com,449-237-4755,San Diego,USA,1,0,0,[42],[377],[]
803,Susan Fowler,Susan,Fowler,Susan.Fowler@example.com,305-117-8580,San Diego,USA,1,1,0,[466],[],[]
804,Amin Petersen,Amin,Petersen,Amin.Petersen@example.com,680-177-1233,London,United Kingdom,0,0,1,[],[],[]
805,Gareth Sanford,Gareth,Sanford,Gareth.Sanford@example.com,161-842-7749,Chicago,USA,1,0,0,[],[],[]
806,Miriam Stuart,Miriam,Stuart,Miriam.Stuart@example.com,846-333-2100,Montreal,Canada,1,1,1,[],"[516, 215]",[]
807,Polly Mendez,Polly,Mendez,Polly.Mendez@example.com,916-453-8696,San Francisco,USA,1,1,0,[409],[166],[]
808,Omer Kemp,Omer,Kemp,Omer.Kemp@example.com,857-531-3045,San Francisco,USA,1,0,1,[],[],[]
809,Abdullahi Carson,Abdullahi,Carson,Abdullahi.Carson@example.com,632-547-8327,Toronto,Canada,1,1,1,[319],[],[]
810,Syed Mooney,Syed,Mooney,Syed.Mooney@example.com,348-929-4959,San Francisco,USA,0,1,1,[522],[79],[]
811,Dante Moon,Dante,Moon,Dante.Moon@example.com,285-551-6208,New York,USA,1,1,1,[],[222],[]
812,Saad Ali,Saad,Ali,Saad.Ali@example.com,185-189-3978,San Francisco,USA,0,1,0,[144],[],[]
813,Arthur Hebert,Arthur,Hebert,Arthur.Hebert@example.com,203-343-2956,New York,USA,1,0,0,"[59, 132]",[],[]
814,Demi Patel,Demi,Patel,Demi.Patel@example.com,703-829-8473,Los Angeles,USA,1,0,1,[],[22],[]
815,Aurora Andrews,Aurora,Andrews,Aurora.Andrews@example.com,353-307-2005,San Diego,USA,0,0,1,[43],[315],[]
816,Albie Larson,Albie,Larson,Albie.Larson@example.com,252-910-3152,Barcelona,Spain,1,1,0,[],[],[]
817,Renee Mullen,Renee,Mullen,Renee.Mullen@example.com,185-170-8307,San Diego,USA,1,0,1,[4],[389],[]
818,Alexander Reid,Alexander,Reid,Alexander.Reid@example.com,842-314-3728,Montreal,Canada,0,1,1,[],[461],[]
819,Dewey Lucas,Dewey,Lucas,Dewey.Lucas@example.com,323-234-9528,San Francisco,USA,0,1,0,[],[],[103]
820,Wilbur Hicks,Wilbur,Hicks,Wilbur.Hicks@example.com,979-216-9924,San Diego,USA,1,0,0,[],"[64, 28]",[]
821,Riley Fletcher,Riley,Fletcher,Riley.Fletcher@example.com,522-750-5985,London,United Kingdom,1,0,0,[],[],[]
822,Marissa Hayes,Marissa,Hayes,Marissa.Hayes@example.com,365-359-3043,San Francisco,USA,1,1,1,[],[],[]
823,Juliette Gordon,Juliette,Gordon,Juliette.Gordon@example.com,424-534-2837,Chicago,USA,1,0,1,[],[],[]
824,Dan Bates,Dan,Bates,Dan.Bates@example.com,944-189-5693,San Francisco,USA,0,0,1,[],[],[]
825,Chiara Ho,Chiara,Ho,Chiara.Ho@example.com,279-331-5254,Montreal,Canada,0,1,0,"[329, 405, 215]",[],[]
826,Sinead Montes,Sinead,Montes,Sinead.Montes@example.com,711-829-6800,New York,USA,1,0,0,[],[458],[]
827,Laurence Graves,Laurence,Graves,Laurence.Graves@example.com,609-435-5709,Los Angeles,USA,0,0,1,"[83, 438, 239]","[497, 67, 412]",[]
828,Nora Donaldson,Nora,Donaldson,Nora.Donaldson@example.com,414-618-5713,San Diego,USA,1,1,1,"[189, 519]",[],[]
829,Ismaeel Schmidt,Ismaeel,Schmidt,Ismaeel.Schmidt@example.com,110-478-3409,Los Angeles,USA,0,1,0,[151],[],[]
830,Adem Mccoy,Adem,Mccoy,Adem.Mccoy@example.com,885-779-4082,San Francisco,USA,1,1,1,"[147, 446, 334, 23]",[],[]
831,Angel Browning,Angel,Browning,Angel.Browning@example.com,768-205-1455,Los Angeles,USA,0,0,1,[145],[],[]
832,Mabel Foley,Mabel,Foley,Mabel.Foley@example.com,417-857-9143,New York,USA,0,0,1,[],[],[]
833,Hayley Montoya,Hayley,Montoya,Hayley.Montoya@example.com,672-566-6794,New York,USA,0,0,1,[],"[59, 172]",[]
834,Arnold Spencer,Arnold,Spencer,Arnold.Spencer@example.com,962-701-8237,San Francisco,USA,0,1,1,[],[],[]
835,Russell Carlson,Russell,Carlson,Russell.Carlson@example.com,635-758-7564,San Francisco,USA,1,0,1,[260],[289],[]
836,Sasha Ponce,Sasha,Ponce,Sasha.Ponce@example.com,746-650-5343,New York,USA,1,1,0,[121],[],[]
837,Izaak Welsh,Izaak,Welsh,Izaak.Welsh@example.com,280-473-9965,Los Angeles,USA,1,1,1,[444],[],[]
838,Aisha Sosa,Aisha,Sosa,Aisha.Sosa@example.com,964-448-9785,New York,USA,0,1,0,"[241, 370, 343]",[],[113]
839,Keeley Mills,Keeley,Mills,Keeley.Mills@example.com,123-972-2938,New York,USA,0,0,1,[],[],[]
840,Mason Kelley,Mason,Kelley,Mason.Kelley@example.com,185-970-1196,San Francisco,USA,1,0,1,[],[367],[]
841,Khalid Davies,Khalid,Davies,Khalid.Davies@example.com,191-582-9251,San Francisco,USA,0,0,1,[],[118],[]
842,Nancy Blair,Nancy,Blair,Nancy.Blair@example.com,434-174-7916,Toronto,Canada,0,1,1,[217],[],[]
843,Tiffany Griffith,Tiffany,Griffith,Tiffany.Griffith@example.com,201-302-5165,Paris,France,1,0,0,[],[],[]
844,Marnie Sheppard,Marnie,Sheppard,Marnie.Sheppard@example.com,576-261-4653,Los Angeles,USA,0,0,1,"[85, 430]",[],[]
845,Valerie Bright,Valerie,Bright,Valerie.Bright@example.com,838-333-3237,Los Angeles,USA,0,1,0,[],[],[]
846,John Mason,John,Mason,John.Mason@example.com,768-888-3211,San Diego,USA,1,0,1,"[138, 167]","[415, 103]",[]
847,Hamish Khan,Hamish,Khan,Hamish.Khan@example.com,609-154-4773,Los Angeles,USA,0,0,1,[],[],[]
848,Charis Bray,Charis,Bray,Charis.Bray@example.com,175-925-8526,Los Angeles,USA,1,0,1,"[105, 397, 487]",[],[]
849,Soraya Bradford,Soraya,Bradford,Soraya.Bradford@example.com,951-513-3667,Chicago,USA,0,0,1,[],[],[]
850,Taylor Woods,Taylor,Woods,Taylor.Woods@example.com,294-365-8364,Chicago,USA,1,1,1,"[292, 149, 351]",[],[5]
851,Eshal Carpenter,Eshal,Carpenter,Eshal.Carpenter@example.com,918-191-3394,Chicago,USA,1,0,1,[],[],[]
852,Evelyn Cross,Evelyn,Cross,Evelyn.Cross@example.com,312-643-8868,San Francisco,USA,0,1,0,[82],[29],[]
853,Chester Bell,Chester,Bell,Chester.Bell@example.com,501-541-1518,New York,USA,0,1,0,[],[],[]
854,Ffion Knight,Ffion,Knight,Ffion.Knight@example.com,233-159-4158,San Diego,USA,0,1,0,[],"[385, 135]",[0]
855,Yaseen Kennedy,Yaseen,Kennedy,Yaseen.Kennedy@example.com,778-172-1502,Chicago,USA,1,1,1,[],[],[131]
856,Maisie Cunningham,Maisie,Cunningham,Maisie.Cunningham@example.com,389-110-9784,Los Angeles,USA,0,1,1,[194],"[89, 327]",[]
857,Clementine Beck,Clementine,Beck,Clementine.Beck@example.com,607-793-6646,San Diego,USA,0,1,1,[],[221],[]
858,Simon Santiago,Simon,Santiago,Simon.Santiago@example.com,471-290-4198,Paris,France,1,0,1,[],[],[]
859,Sameer Watkins,Sameer,Watkins,Sameer.Watkins@example.com,982-313-9358,Montreal,Canada,0,0,1,[],[],[]
860,Anton Hartman,Anton,Hartman,Anton.Hartman@example.com,708-986-9234,London,United Kingdom,1,1,1,[],[],[]
861,Deacon Boone,Deacon,Boone,Deacon.Boone@example.com,950-335-6994,New York,USA,1,1,1,[],[141],[]
862,Alexandros Ryan,Alexandros,Ryan,Alexandros.Ryan@example.com,849-570-8792,Los Angeles,USA,1,1,1,[],[35],[39]
863,Mya Delgado,Mya,Delgado,Mya.Delgado@example.com,760-931-9269,London,United Kingdom,0,1,0,[],[],[]
864,Asia Holloway,Asia,Holloway,Asia.Holloway@example.com,512-876-7834,Los Angeles,USA,0,0,1,[139],[],[]
865,Christina Blanchard,Christina,Blanchard,Christina.Blanchard@example.com,420-887-3636,New York,USA,0,0,1,[286],[381],[]
866,Emelia Bridges,Emelia,Bridges,Emelia.Bridges@example.com,347-640-5509,San Diego,USA,1,0,1,[],[],[]
867,Ioan Harrington,Ioan,Harrington,Ioan.Harrington@example.com,803-120-2281,San Diego,USA,0,1,0,[232],[],[]
868,Cecilia David,Cecilia,David,Cecilia.David@example.com,919-925-5280,New York,USA,1,1,1,[],[286],[134]
